record_id_1,record_id_2,title_sim,brand_sim,model_sim,attr_sim,score,pred_match,used_llm,llm_confidence,llm_reason
r1379,r591,0.4,0.0,0.0,0.33968253968253964,0.23095238095238096,0,0,,
r476,r556,0.5043478260869565,0.0,0.0,0.4677382669230495,0.29711726177758785,0,0,,
r1728,r1729,0.7761194029850746,0.0,0.0,0.7630597014925373,0.4637126865671642,1,0,,
r1066,r723,0.4523809523809524,1.0,0.0,0.6321952680443246,0.49840071877807723,0,1,0.0,Different product titles and descriptions
r308,r811,0.3129251700680273,0.0,0.0,0.2581545438688296,0.17953950811093672,0,0,,
r205,r80,0.3795620437956205,0.0,0.0,0.2598540145985402,0.20978102189781023,0,0,,
r1058,r405,0.3076923076923077,0.0,0.0,0.17452619843924194,0.16464046822742476,0,0,,
r1661,r702,0.43137254901960786,1.0,0.0,0.5396613190730838,0.4750668449197861,1,0,,
r1064,r585,0.46875,0.0,0.0,0.3590314716312057,0.26479222074468084,0,0,,
r1652,r639,0.4918032786885246,1.0,0.0,0.6729508196721312,0.5222540983606557,1,0,,
r1688,r949,0.46,0.0,0.0,0.5220080321285141,0.2853012048192771,0,0,,
r1051,r429,0.3652173913043478,1.0,0.0,0.39685990338164256,0.42387681159420293,1,0,,
r1008,r61,0.411764705882353,0.0,0.0,0.3513421604804283,0.23799544171912307,0,0,,
r400,r663,0.36363636363636365,0.0,0.0,0.36363636363636365,0.21818181818181817,0,0,,
r376,r821,0.4761904761904762,0.0,0.0,0.34054834054834054,0.26536796536796536,0,0,,
r430,r462,0.4242424242424242,1.0,0.0,0.45606060606060606,0.4593181818181818,1,0,,
r1112,r666,0.6274509803921569,0.0,0.0,0.5583566760037348,0.3661064425770308,0,0,,
r223,r441,0.7045454545454546,0.0,0.0,0.3583905602790495,0.370804038587312,0,0,,
r1485,r1796,0.5046728971962616,0.0,0.0,0.21807998900494777,0.2598148020890599,0,0,,
r19,r614,0.5217391304347826,0.0,0.0,0.546434259322458,0.3167477475940209,0,0,,
r1379,r390,0.4339622641509434,1.0,0.0,0.6993996569468268,0.5001929674099486,1,0,,
r1150,r1271,0.4,0.0,0.0,0.35821018062397375,0.23373152709359607,0,0,,
r1611,r77,0.3296703296703296,0.0,0.0,0.3987789987789987,0.20816849816849814,0,0,,
r1695,r191,0.5185185185185186,0.0,0.0,0.327556487304915,0.2824668064290706,0,0,,
r774,r776,0.8037383177570093,0.0,0.0,0.5218810265539237,0.4399643969737428,1,0,,
r1679,r673,0.6095238095238095,0.0,0.0,0.6095238095238095,0.36571428571428566,0,0,,
r1639,r617,0.38,0.0,0.0,0.19,0.1995,0,0,,
r1262,r775,0.6734693877551021,0.0,0.0,0.6734693877551021,0.40408163265306124,1,0,,
r270,r907,0.3673469387755102,0.0,0.0,0.1682921941280604,0.19054995156818866,0,0,,
r1335,r1792,0.5333333333333333,0.0,0.0,0.3999999999999999,0.3,0,0,,
r1324,r354,0.22448979591836732,0.0,0.0,0.29406307977736545,0.1451298701298701,0,0,,
r123,r205,0.4172661870503597,0.0,0.0,0.3068566537144616,0.23379828222983112,0,0,,
r123,r1552,0.4186046511627907,0.0,0.0,0.45268856896763876,0.25627537836840164,0,0,,
r595,r599,0.8125,0.0,0.0,0.3819444444444444,0.4229166666666667,1,0,,
r542,r543,0.6774193548387097,0.0,0.0,0.3686635944700461,0.3601382488479263,0,0,,
r192,r985,0.8266666666666667,0.0,0.0,0.6506224362404137,0.46959336543606206,1,0,,
r1209,r1321,0.3783783783783784,0.0,0.0,0.24733824733824736,0.2073710073710074,0,0,,
r1009,r1011,0.7575757575757575,0.0,0.0,0.7575757575757575,0.4545454545454545,1,0,,
r1081,r1541,0.5333333333333333,0.0,0.0,0.5341809154474411,0.3201271373171162,0,0,,
r1240,r1287,0.3428571428571429,0.0,0.0,0.2856244384546271,0.19712938005390837,0,0,,
r1789,r435,0.6306306306306306,0.0,0.0,0.26576576576576577,0.3236486486486486,0,0,,
r1415,r1479,0.84,0.0,0.0,0.33555555555555555,0.42833333333333334,1,0,,
r1272,r5,0.5934065934065934,0.0,0.0,0.4176989676989677,0.3296878121878122,0,0,,
r1611,r7,0.36220472440944884,0.0,0.0,0.40962379702537177,0.22443569553805773,0,0,,
r1132,r999,0.5148514851485149,0.0,0.0,0.3910454998988271,0.2903399933016558,0,0,,
r104,r1296,0.27826086956521734,0.0,0.0,0.27797282285773334,0.1669133147330078,0,0,,
r1208,r253,0.4489795918367347,0.0,0.0,0.24489795918367344,0.23877551020408164,0,0,,
r1614,r623,0.5765765765765766,0.0,0.0,0.42299029799029797,0.32290800415800414,0,0,,
r105,r110,0.7887323943661971,0.0,0.0,0.3459926224010731,0.40682847082494966,1,0,,
r1239,r607,0.31746031746031744,0.0,0.0,0.4370420484578012,0.20841345012581303,0,0,,
r1093,r1253,0.4666666666666666,0.0,0.0,0.2666666666666666,0.24999999999999997,0,0,,
r1182,r1640,0.3768115942028985,0.0,0.0,0.5758850450935522,0.25594797415533715,0,0,,
r1281,r1457,0.3921568627450981,0.0,0.0,0.39567621920563095,0.2358220211161388,0,0,,
r200,r919,0.6382978723404256,0.0,0.0,0.23426582610979774,0.3223739164696612,0,0,,
r658,r789,0.4615384615384615,0.0,0.0,0.4187692307692308,0.2705076923076923,0,0,,
r251,r796,0.42857142857142855,0.0,0.0,0.42857142857142855,0.2571428571428571,0,0,,
r1178,r540,0.38888888888888884,0.0,0.0,0.2407407407407407,0.21111111111111108,0,0,,
r749,r784,0.41600000000000004,0.0,0.0,0.4924126984126984,0.2610619047619048,0,0,,
r363,r661,0.4,0.0,0.0,0.4,0.24000000000000002,0,0,,
r1179,r140,0.4210526315789474,0.0,0.0,0.27860152647479725,0.2312639131817459,0,0,,
r397,r431,0.34710743801652894,0.0,0.0,0.34710743801652894,0.20826446280991737,0,0,,
r1159,r62,0.29370629370629375,0.0,0.0,0.4335204701401884,0.19719590268886045,0,0,,
r1301,r1779,0.3058823529411765,0.0,0.0,0.3058823529411765,0.18352941176470589,0,0,,
r640,r702,0.41666666666666663,0.0,0.0,0.554751461988304,0.2707127192982456,0,0,,
r5,r841,0.48717948717948717,0.0,0.0,0.42091767881241565,0.2823684210526316,0,0,,
r1778,r949,0.34343434343434337,0.0,0.0,0.18855218855218855,0.18282828282828278,0,0,,
r1551,r808,0.8620689655172414,0.0,0.0,0.5643678160919541,0.4725862068965518,1,0,,
r1527,r355,0.44776119402985076,0.0,0.0,0.48258706467661683,0.27388059701492534,0,0,,
r1168,r636,0.5,1.0,0.0,0.6246246246246246,0.5186936936936938,1,0,,
r1118,r1722,0.28865979381443296,0.0,0.0,0.4495867070229078,0.197334913269931,0,0,,
r1375,r68,0.42016806722689076,0.0,0.0,0.2955182072829131,0.2334033613445378,0,0,,
r1075,r1077,0.6376811594202898,0.0,0.0,0.6376811594202898,0.3826086956521739,0,0,,
r1722,r241,0.29545454545454547,0.0,0.0,0.24663299663299662,0.16994949494949496,0,0,,
r126,r707,0.3269230769230769,0.0,0.0,0.24082167832167833,0.18323863636363635,0,0,,
r179,r6,0.43333333333333335,0.0,0.0,0.4555555555555555,0.2633333333333333,0,0,,
r23,r249,0.625,0.0,0.0,0.3230347826414753,0.3297052173962213,0,0,,
r1410,r1411,0.7307692307692308,0.0,0.0,0.3648018648018649,0.3835664335664336,0,0,,
r403,r405,0.7692307692307692,0.0,0.0,0.7692307692307692,0.4615384615384615,1,0,,
r420,r421,0.6735751295336787,0.0,0.0,0.5174543361071858,0.3807269587062333,0,0,,
r1137,r1310,0.5274725274725275,0.0,0.0,0.7313797313797313,0.34706959706959706,0,0,,
r1278,r488,0.44705882352941173,0.0,0.0,0.26902049357292324,0.24152954462417378,0,0,,
r1330,r393,0.3838383838383838,0.0,0.0,0.2849359739123518,0.2154676688141255,0,0,,
r1368,r496,0.6829268292682927,0.0,0.0,0.3609756097560976,0.3614634146341464,0,0,,
r1513,r1731,0.375,1.0,0.0,0.5802475979305248,0.45578713968957874,1,0,,
r1053,r382,0.33333333333333326,0.0,0.0,0.2823181049069374,0.19234771573604056,0,0,,
r1388,r21,0.6818181818181819,0.0,0.0,0.307324900532993,0.3529169168981308,0,0,,
r1543,r1695,0.43956043956043955,0.0,0.0,0.3008748071622323,0.24293341887653264,0,0,,
r1066,r65,0.3962264150943396,1.0,0.0,0.7012540166433221,0.4834899892889511,1,0,,
r1397,r1687,0.39344262295081966,0.0,0.0,0.4803538901899558,0.2491022638563622,0,0,,
r178,r8,0.4819277108433735,0.0,0.0,0.48780648911435215,0.2900384432466709,0,0,,
r861,r932,0.33333333333333326,0.0,0.0,0.2597222222222222,0.18895833333333328,0,0,,
r110,r996,0.5977011494252874,0.0,0.0,0.30579232855482374,0.3148343665246029,0,0,,
r172,r347,0.35294117647058826,0.0,0.0,0.36209150326797385,0.2131372549019608,0,0,,
r1761,r61,0.45333333333333337,0.0,0.0,0.3511111111111111,0.25666666666666665,0,0,,
r116,r118,0.725,0.0,0.0,0.5019570707070706,0.40154356060606056,1,0,,
r437,r544,0.5384615384615384,0.0,0.0,0.27923773059519663,0.2841933518969718,0,0,,
r1529,r31,0.3561643835616438,0.0,0.0,0.3091976516634051,0.2066536203522505,0,0,,
r276,r34,0.2614379084967321,0.0,0.0,0.23166212923026727,0.15239637820806953,0,0,,
r247,r831,0.3265306122448979,0.0,0.0,0.3265306122448979,0.1959183673469387,0,0,,
r1017,r1018,0.5242718446601942,0.0,0.0,0.28993495623894017,0.2794125735329284,0,0,,
r1376,r571,0.4123711340206186,0.0,0.0,0.38190148911798394,0.24285223367697595,0,0,,
r147,r1682,0.4271844660194175,0.0,0.0,0.20300088261253313,0.22268314210061785,0,0,,
r1658,r703,0.4415584415584416,0.0,0.0,0.1471861471861472,0.2207792207792208,0,0,,
r1221,r199,0.375,0.0,0.0,0.125,0.1875,0,0,,
r1056,r1336,0.5098039215686274,0.0,0.0,0.6178355957767723,0.32208710407239816,0,0,,
r1316,r1590,0.5681818181818182,0.0,0.0,0.32272727272727275,0.30409090909090913,0,0,,
r261,r5,0.4329896907216495,0.0,0.0,0.26695764043585624,0.2348890068901207,0,0,,
r828,r832,0.8292682926829268,0.0,0.0,0.5055432372505544,0.4490022172949002,1,0,,
r1485,r1501,0.45283018867924524,0.0,0.0,0.20222544750846638,0.2341074020319303,0,0,,
r600,r757,0.6666666666666665,0.0,0.0,0.5950782997762862,0.38926174496644284,0,0,,
r1227,r1513,0.31343283582089554,0.0,0.0,0.31343283582089554,0.1880597014925373,0,0,,
r287,r444,0.4897959183673469,0.0,0.0,0.20816326530612245,0.2516326530612245,0,0,,
r565,r567,0.7804878048780488,0.0,0.0,0.38797909407665504,0.40941637630662026,1,0,,
r1766,r871,0.6229508196721312,0.0,0.0,0.30288836846213896,0.3257611241217799,0,0,,
r101,r280,0.3278688524590164,0.0,0.0,0.2227200772718736,0.18094899519733842,0,0,,
r358,r65,0.44,0.36363636363636365,0.0,0.4188743596422679,0.3335584266736129,0,0,,
r1690,r905,0.5142857142857143,0.0,0.0,0.4624041693874096,0.30078919683668287,0,0,,
r1762,r722,0.5,0.0,0.0,0.3899155722326454,0.2834873358348968,0,0,,
r1400,r1629,0.5,0.0,0.0,0.3680714675395526,0.2802107201309329,0,0,,
r1321,r1368,0.4210526315789474,0.0,0.0,0.5847953216374269,0.2771929824561403,0,0,,
r1242,r1433,0.45,0.0,0.0,0.18806818181818186,0.23071022727272728,0,0,,
r1642,r795,0.38888888888888884,0.0,0.0,0.48360254527655405,0.24754038179148308,0,0,,
r1060,r545,0.46913580246913583,1.0,0.0,0.5895061728395061,0.49953703703703706,0,1,0.0,Different product titles and specifications.
r116,r802,0.4885496183206107,0.0,0.0,0.35993904870637916,0.2738381855502317,0,0,,
r1709,r21,0.4418604651162791,0.0,0.0,0.4418604651162791,0.2651162790697674,0,0,,
r1565,r310,0.6470588235294117,0.0,0.0,0.6745932415519399,0.39236545682102625,0,0,,
r640,r704,0.5116279069767442,0.0,0.0,0.48991414520296744,0.30371967991998,0,0,,
r1375,r392,0.48333333333333334,0.0,0.0,0.3934343434343434,0.2765151515151515,0,0,,
r1043,r1069,0.45,0.0,0.0,0.3351851851851852,0.25277777777777777,0,0,,
r1368,r1688,0.43037974683544306,0.0,0.0,0.5151898734177215,0.2709493670886076,0,0,,
r467,r663,0.5405405405405406,0.0,0.0,0.5405405405405406,0.32432432432432434,0,0,,
r309,r326,0.37410071942446044,0.0,0.0,0.22726434237225604,0.2024349750968456,0,0,,
